date,cash_inflow,cash_outflow,net_cash_flow,accounts_receivable,accounts_payable,inventory
2020-02-24,1304.3456850045923,1369.399807906656,-65.05412290206368,1565.2148220055108,45190.19366091965,410.8199423719968
2020-02-25,684.886979854447,602.6603855581288,82.22659429631813,821.8643758253363,19887.79272341825,180.79811566743865
2020-02-26,1568.6899261402411,1177.532361195298,391.15756494494303,1882.4279113682892,38858.56791944484,353.2597083585894
2020-02-27,858.4432942930205,1030.1477696179809,-171.7044753249604,1030.1319531516244,33994.87639739337,309.04433088539423
2020-02-28,1430.7365537038347,894.2513405141519,536.4852131896828,1716.8838644446016,29510.294236967013,268.27540215424557
2020-02-29,1264.1521241725384,1117.866684737485,146.28543943505338,1516.982549007046,36889.600596337004,335.3600054212455
2020-03-01,1418.9585303329245,1019.506643220243,399.45188711268156,1702.7502363995093,33643.71922626802,305.8519929660729
2020-03-02,1412.7997108317136,935.7995827385894,477.0001280931242,1695.3596529980562,30881.38623037345,280.7398748215768
2020-03-03,936.0995839924394,587.8630358906086,348.23654810183086,1123.3195007909273,19399.480184390082,176.35891076718255
2020-03-04,2171.855616963875,1606.5083526489227,565.3472643149523,2606.2267403566498,53014.77563741445,481.95250579467677
2020-03-05,1460.3263765340841,1174.6890587349642,285.63731779911996,1752.391651840901,38764.73893825382,352.40671762048925
2020-03-06,1671.598997417554,1089.5664129339393,582.0325844836148,2005.9187969010648,35955.69162682,326.8699238801818
2020-03-07,1341.1936590655741,743.0008561848047,598.1928028807695,1609.432390878689,24519.028254098554,222.9002568554414
2020-03-08,1057.9679578741031,884.0472732747129,173.92068459939026,1269.5615494489236,29173.560018065524,265.21418198241383
2020-03-09,1543.081667815971,1621.917053230241,-78.83538541426992,1851.6980013791651,53523.26275659795,486.5751159690723
2020-03-10,1174.5921766736358,1183.080013921582,-8.487837247946118,1409.5106120083628,39041.6404594122,354.92400417647457
2020-03-11,975.1445647818139,915.5304362144011,59.61412856741276,1170.1734777381766,30212.504395075237,274.65913086432033
2020-03-12,867.1613820853047,536.1452067683352,331.01617531696945,1040.5936585023655,17692.791823355063,160.84356203050058
2020-03-13,1610.0613055483936,1072.7103275297422,537.3509780186514,1932.0735666580722,35399.44080848149,321.81309825892265
2020-03-14,795.3432372712657,499.4539305604893,295.8893067107764,954.4118847255188,16481.979708496146,149.8361791681468
2020-03-15,1093.6089729733144,1156.161728245202,-62.55275527188769,1312.3307675679773,38153.337032091666,346.8485184735606
2020-03-16,1401.709864081419,1537.4442404632819,-135.73437638186283,1682.0518368977027,50735.6599352883,461.23327213898455
2020-03-17,1668.8845305849745,1332.4307302110303,336.4538003739442,2002.6614367019693,43970.214096964,399.7292190633091
2020-03-18,1146.7908213563078,1221.2360680190905,-74.44524666278267,1376.1489856275693,40300.790244629985,366.3708204057271
2020-03-19,1703.3291882136377,1126.5760706027925,576.7531176108453,2043.9950258563651,37177.01032989215,337.97282118083774
2020-03-20,1035.7455008585484,566.1633833872963,469.5821174712521,1242.8946010302582,18683.391651780777,169.8490150161889
2020-03-21,1163.6505879456706,954.7503146696179,208.90027327605276,1396.3807055348047,31506.76038409739,286.42509440088537
2020-03-22,957.2485722303259,657.2601766944507,299.98839553587516,1148.698286676391,21689.585830916873,197.1780530083352
2020-03-23,1347.5335826160244,882.1969076407261,465.33667497529837,1617.0402991392293,29112.49795214396,264.6590722922178
2020-03-24,1180.8811511280778,945.5406316370447,235.3405194910331,1417.0573813536932,31202.840844022478,283.6621894911134
2020-03-25,1553.874551166537,1581.7573910342799,-27.88283986774286,1864.6494613998443,52197.99390413123,474.52721731028396
2020-03-26,1216.7439076932112,641.6970280640905,575.0468796291207,1460.0926892318535,21176.001926114986,192.50910841922715
2020-03-27,1399.8487352818825,1424.336012447484,-24.487277165601654,1679.818482338259,47003.08841076698,427.3008037342452
2020-03-28,708.081067670312,791.2901413159973,-83.2090736456853,849.6972812043743,26112.57466342791,237.38704239479918
2020-03-29,1297.1067647345956,954.5126745387196,342.594090195876,1556.5281176815147,31498.918259777747,286.35380236161586
2020-03-30,1092.0384571569095,1020.3032753742448,71.73518178266477,1310.4461485882914,33670.00808735008,306.0909826122734
2020-03-31,1208.192011408218,904.2173342720699,303.974677136148,1449.8304136898614,29839.17203097831,271.265200281621
2020-04-01,1488.9426972715175,1350.0838107685797,138.85888650293782,1786.731236725821,44552.76575536313,405.0251432305739
2020-04-02,1401.6973261334176,1261.123722553152,140.57360358026563,1682.036791360101,41617.082844254015,378.3371167659456
2020-04-03,1494.1548706471604,1449.9835458913576,44.17132475580274,1792.9858447765923,47849.4570144148,434.99506376740726
2020-04-04,683.766824906488,654.8579801766642,28.908844729823727,820.5201898877855,21610.31334582992,196.45739405299926
2020-04-05,263.3506615650799,85.68464797893418,177.66601358614574,316.0207938780959,2827.593383304828,25.705394393680255
2020-04-06,1276.6499287133627,998.9714852200864,277.6784434932763,1531.9799144560352,32966.05901226285,299.6914455660259
2020-04-07,386.45028559673847,9.4534883198167,376.99679727692177,463.74034271608616,311.9651145539511,2.8360464959450096
2020-04-08,494.18030412064456,444.1088550761773,50.07144904446727,593.0163649447735,14655.592217513851,133.23265652285318
2020-04-09,1099.4263829996582,758.1353750817783,341.29100791787994,1319.3116595995898,25018.467377698686,227.4406125245335
2020-04-10,1183.5477075995964,934.9316329128523,248.61607468674413,1420.2572491195156,30852.743886124124,280.47948987385564
2020-04-11,813.3457685840096,718.1343743789669,95.21139420504278,976.0149223008116,23698.434354505906,215.44031231369004
2020-04-12,1029.836968843841,761.9837828924077,267.8531859514334,1235.8043626126093,25145.464835449453,228.5951348677223
2020-04-13,1600.4440327988111,1182.3109605424365,418.1330722563746,1920.5328393585733,39016.26169790041,354.69328816273094
2020-04-14,1262.4466601461115,1096.8299855920613,165.61667455405018,1514.9359921753337,36195.389524538026,329.0489956776184
2020-04-15,632.0505029933627,384.19534669413116,247.8551562992315,758.4606035920352,12678.446440906328,115.25860400823935
2020-04-16,943.5956969680284,555.0381769325819,388.5575200354465,1132.314836361634,18316.259838775204,166.51145307977455
2020-04-17,1304.2155499598668,1233.162632185943,71.05291777392381,1565.0586599518401,40694.36686213612,369.9487896557829
2020-04-18,692.7819499110298,245.85749428045608,446.9244556305737,831.3383398932357,8113.297311255051,73.75724828413682
2020-04-19,588.0543414749081,198.54883935840763,389.5055021165005,705.6652097698898,6552.111698827452,59.56465180752229
2020-04-20,1027.1441779873376,704.5167156807292,322.6274623066083,1232.573013584805,23249.051617464065,211.35501470421877
2020-04-21,451.82941026670585,522.1623752058266,-70.33296493912076,542.195292320047,17231.358381792277,156.64871256174797
2020-04-22,735.1087941122228,886.5635821520586,-151.45478803983588,882.1305529346673,29256.598211017936,265.9690746456176
2020-04-23,1197.2675300932576,1020.9745925931207,176.29293750013687,1436.7210361119091,33692.16155557299,306.2923777779362
2020-04-24,923.6669991434604,860.9869400930402,62.680059050420255,1108.4003989721525,28412.569023070326,258.29608202791206
2020-04-25,1211.833311540581,1010.1603680333043,201.67294350727673,1454.1999738486973,33335.29214509904,303.0481104099913
2020-04-26,683.8363394231101,585.4983144565136,98.33802496659644,820.6036073077321,19321.44437706495,175.6494943369541
2020-04-27,1520.0517933789058,1165.6828284873109,354.36896489159494,1824.062152054687,38467.53334008126,349.70484854619326
2020-04-28,1210.697558931559,1013.4190432614862,197.2785156700727,1452.8370707178706,33442.82842762904,304.0257129784458
2020-04-29,894.5582928677873,778.9902751327946,115.56801773499262,1073.4699514413446,25706.679079382222,233.6970825398384
2020-04-30,986.9056550310402,826.7927992619943,160.11285576904584,1184.2867860372482,27284.162375645814,248.03783977859828
2020-05-01,627.1620088682669,467.77149189958095,159.39051696868592,752.5944106419203,15436.459232686171,140.33144756987429
2020-05-02,254.80216328580207,327.305256132518,-72.50309284671596,305.7625959429625,10801.073452373095,98.1915768397554
2020-05-03,1220.6299367559382,568.5769347422039,652.0530020137343,1464.7559241071258,18763.038846492727,170.57308042266115
2020-05-04,934.68427816094,766.9428734756848,167.74140468525525,1121.621133793128,25309.114824697597,230.08286204270544
2020-05-05,1131.228137988454,957.3900483293282,173.83808965912567,1357.4737655861447,31593.871594867833,287.21701449879845
2020-05-06,686.1153330236292,784.2268307573015,-98.11149773367231,823.338399628355,25879.48541499095,235.26804922719043
2020-05-07,1059.6332912724176,521.3383993819042,538.2948918905134,1271.5599495269012,17204.16717960284,156.40151981457126
2020-05-08,766.551501873786,512.8909047407774,253.66059713300865,919.8618022485432,16925.399856445652,153.86727142223322
2020-05-09,1069.722752543598,795.1266800873849,274.59607245621316,1283.6673030523177,26239.180442883702,238.53800402621545
2020-05-10,1026.1802389722834,907.5865113795024,118.59372759278097,1231.41628676674,29950.35487552358,272.27595341385074
2020-05-11,595.2158896451004,460.19266773008326,135.0232219150172,714.2590675741205,15186.358035092748,138.05780031902498
2020-05-12,1322.896502272832,787.9033956651352,534.9931066076969,1587.4758027273986,26000.812056949464,236.37101869954057
2020-05-13,922.3156079643559,614.7863465381724,307.52926142618344,1106.778729557227,20287.949435759692,184.43590396145171
2020-05-14,1133.575626100375,841.1163669192692,292.45925918110584,1360.29075132045,27756.840108335884,252.33491007578075
2020-05-15,1222.124158022317,1036.7180813010168,185.40607672130022,1466.5489896267804,34211.69668293356,311.01542439030504
2020-05-16,1242.9631290661582,845.3195893337121,397.64353973244613,1491.5557548793897,27895.546448012497,253.59587680011361
2020-05-17,1201.5630890990774,1064.9549354439807,136.60815365509666,1441.8757069188928,35143.512869651364,319.4864806331942
2020-05-18,1157.498141720264,983.7077739736457,173.79036774661824,1388.9977700643167,32462.356541130306,295.1123321920937
2020-05-19,912.3375541802849,917.8823605941918,-5.54480641390694,1094.8050650163418,30290.11789960833,275.36470817825756
2020-05-20,902.1245234563116,656.2361227202483,245.88840073606332,1082.549428147574,21655.792049768195,196.8708368160745
2020-05-21,645.5988156365896,568.808930290409,76.78988534618065,774.7185787639075,18770.694699583495,170.64267908712267
2020-05-22,805.8151487108886,696.4230825750598,109.39206613582883,966.9781784530662,22981.961724976973,208.92692477251794
2020-05-23,831.18340770838,571.2044495295913,259.9789581787886,997.4200892500559,18849.746834476515,171.3613348588774
2020-05-24,884.2509548516226,410.29192220271375,473.9590326489089,1061.101145821947,13539.633432689554,123.08757666081412
2020-05-25,727.4373239831879,585.6217837326932,141.81554025049468,872.9247887798255,19325.518863178877,175.68653511980796
2020-05-26,1023.9068577036294,483.92014360682776,539.9867140968016,1228.6882292443552,15969.364739025315,145.17604308204832
2020-05-27,604.2242124321485,374.376178890775,229.84803354137352,725.0690549185782,12354.413903395576,112.3128536672325
2020-05-28,522.9672567938028,167.57279563670124,355.39446115710155,627.5607081525633,5529.902256011141,50.27183869101037
2020-05-29,939.7194106304488,773.4018587422407,166.31755188820807,1127.6632927565386,25522.261338493943,232.02055762267221
2020-05-30,737.5458754913794,763.8281282782033,-26.282252786823847,885.0550505896553,25206.32823318071,229.14843848346098
2020-05-31,573.4039565155441,50.30071560013272,523.1032409154113,688.0847478186529,1659.9236148043797,15.090214680039814
2020-06-01,1053.6719354266365,867.8512825739305,185.82065285270608,1264.4063225119637,28639.092324939706,260.35538477217915
2020-06-02,690.9921116404753,917.4425659689443,-226.45045432846905,829.1905339685703,30275.604676975163,275.2327697906833
2020-06-03,1606.9206845345013,1305.278476127359,301.64220840714233,1928.3048214414016,43074.189712202846,391.5835428382077
2020-06-04,1337.0737924816485,1454.1565763921672,-117.08278391051863,1604.488550977978,47987.16702094152,436.2469729176501
2020-06-05,1216.182096306092,1009.0202574394376,207.16183886665442,1459.4185155673104,33297.66849550144,302.7060772318313
2020-06-06,208.88925791464965,334.4969201145184,-125.60766219986874,250.66710949757956,11038.398363779106,100.34907603435552
2020-06-07,401.9937291478501,520.9093235407961,-118.91559439294599,482.3924749774201,17190.00767684627,156.27279706223882
2020-06-08,1012.2385404308422,966.669885642033,45.568654788809226,1214.6862485170107,31900.10622618709,290.0009656926099
2020-06-09,264.3417625300568,566.688014135021,-302.3462516049642,317.2101150360682,18700.704466455692,170.0064042405063
2020-06-10,906.4149940381299,519.9058435883824,386.5091504497475,1087.6979928457558,17156.892838416617,155.97175307651472
2020-06-11,822.7902543940062,577.6841665502365,245.10608784376973,987.3483052728074,19063.577496157803,173.30524996507094
2020-06-12,979.3280607154021,917.795680454821,61.532380260581135,1175.1936728584824,30287.25745500909,275.33870413644627
2020-06-13,481.42419227227373,336.5924971567942,144.83169511547953,577.7090307267284,11107.552406174209,100.97774914703825
2020-06-14,1090.790315582617,755.6021009856796,335.1882145969374,1308.9483786991404,24934.86933252743,226.68063029570388
2020-06-15,834.95946477087,332.0980352700909,502.8614295007791,1001.951357725044,10959.235163913001,99.62941058102727
2020-06-16,835.994740401578,650.7498434110023,185.24489699057574,1003.1936884818936,21474.744832563076,195.22495302330069
2020-06-17,1568.3728276847155,1141.9954132307457,426.3774144539698,1882.0473932216585,37685.84863661461,342.5986239692237
2020-06-18,910.6909890077359,879.557441726193,31.13354728154286,1092.829186809283,29025.39557696437,263.8672325178579
2020-06-19,746.5403745436003,848.4229901436048,-101.88261560000456,895.8484494523203,27997.95867473896,254.52689704308142
2020-06-20,600.1877281759475,692.425967857095,-92.23823968114743,720.2252738111371,22850.056939284135,207.7277903571285
2020-06-21,402.09774613340755,50.31551616757736,351.7822299658302,482.51729536008907,1660.4120335300527,15.094654850273207
2020-06-22,904.6570345562856,469.50901727507926,435.1480172812063,1085.5884414675427,15493.797570077615,140.85270518252378
2020-06-23,701.5326821221373,473.72738632436176,227.80529579777556,841.8392185465648,15633.003748703937,142.11821589730852
2020-06-24,976.1315155272047,1000.7868878703378,-24.65537234313308,1171.3578186326456,33025.967299721146,300.23606636110134
2020-06-25,1143.9411540064912,767.8234850522126,376.11766895427854,1372.7293848077893,25338.175006723017,230.34704551566378
2020-06-26,163.23825741794087,216.18985691498585,-52.95159949704498,195.88590890152904,7134.2652781945335,64.85695707449575
2020-06-27,1167.0606252125283,967.4794931563692,199.58113205615905,1400.4727502550338,31926.823274160186,290.24384794691076
2020-06-28,688.5311362589007,886.1477331042968,-197.6165968453961,826.2373635106808,29242.875192441792,265.844319931289
2020-06-29,541.7364037668588,383.8736810144772,157.86272275238156,650.0836845202305,12667.831473477747,115.16210430434316
2020-06-30,806.1042413790341,829.6668983073183,-23.56265692828424,967.3250896548409,27379.007644141504,248.90006949219548
2020-07-01,711.1545671349364,222.38013082696932,488.7744363079671,853.3854805619237,7338.544317289988,66.7140392480908
2020-07-02,1299.3597539269954,821.9909956832832,477.36875824371214,1559.2317047123945,27125.702857548345,246.59729870498495
2020-07-03,805.2139167788964,210.96206725852812,594.2518495203683,966.2567001346756,6961.748219531428,63.288620177558435
2020-07-04,713.3655571672211,591.4864064126991,121.87915075452202,856.0386686006653,19519.05141161907,177.44592192380972
2020-07-05,997.8176361386509,1109.8016576951334,-111.9840215564825,1197.381163366381,36623.4547039394,332.94049730854
2020-07-06,685.6857650420005,417.20355911629446,268.48220592570607,822.8229180504006,13767.717450837717,125.16106773488833
2020-07-07,753.1960125600476,346.4281540673434,406.7678584927042,903.8352150720572,11432.129084222333,103.92844622020303
2020-07-08,1344.4169334409005,964.4022684249824,380.0146650159181,1613.3003201290805,31825.27485802442,289.3206805274947
2020-07-09,831.2726439801812,610.7568946801092,220.515749300072,997.5271727762174,20154.977524443602,183.22706840403276
2020-07-10,610.2178913459461,294.6566135911204,315.5612777548257,732.2614696151353,9723.668248506972,88.39698407733611
2020-07-11,791.3355627286188,663.5074309672494,127.82813176136938,949.6026752743426,21895.74522191923,199.05222929017484
2020-07-12,305.98452128452897,0.0,305.98452128452897,367.18142554143475,0.0,0.0
2020-07-13,805.0912554347942,837.4583171509465,-32.36706171615231,966.109506521753,27636.124465981236,251.23749514528396
2020-07-14,805.3274409767316,556.8768792655617,248.45056171116994,966.3929291720779,18376.937015763535,167.0630637796685
2020-07-15,525.5085793753614,0.0,525.5085793753614,630.6102952504336,0.0,0.0
2020-07-16,974.2345090753304,786.6542195466038,187.58028952872655,1169.0814108903965,25959.589245037925,235.99626586398114
2020-07-17,643.0850365562895,383.4575695308615,259.627467025428,771.7020438675474,12654.09979451843,115.03727085925846
2020-07-18,314.45120333661595,214.54908237934103,99.90212095727492,377.3414440039391,7080.119718518254,64.3647247138023
2020-07-19,728.0791511108084,894.6593416380049,-166.58019052719646,873.6949813329701,29523.758274054162,268.3978024914015
2020-07-20,584.9942576739209,512.9842158002132,72.01004187370768,701.993109208705,16928.479121407036,153.89526474006394
2020-07-21,949.2594606176021,778.7426153438039,170.51684527379825,1139.1113527411226,25698.506306345527,233.62278460314116
2020-07-22,1406.1548537141914,806.2033043352978,599.9515493788936,1687.3858244570297,26604.709043064828,241.86099130058935
2020-07-23,1364.386558065299,984.603375514849,379.78318255044996,1637.2638696783586,32491.911391990016,295.38101265445465
2020-07-24,1029.7061213535374,384.1776928330326,645.5284285205048,1235.6473456242447,12677.863863490076,115.25330784990977
2020-07-25,935.0564213092937,911.9091274267248,23.147293882568874,1122.0677055711524,30093.00120508192,273.57273822801744
2020-07-26,315.18909976167424,0.0,315.18909976167424,378.22691971400906,0.0,0.0
2020-07-27,765.9374088047389,641.9637308706597,123.9736779340792,919.1248905656867,21184.80311873177,192.5891192611979
2020-07-28,492.39209437226276,461.18582458627907,31.206269785983693,590.8705132467153,15219.132211347209,138.3557473758837
2020-07-29,835.0843484817357,458.7503792009812,376.3339692807545,1002.1012181780827,15138.762513632379,137.62511376029434
2020-07-30,1469.7154870479183,902.7697765949652,566.9457104529531,1763.6585844575018,29791.402627633848,270.83093297848956
2020-07-31,1385.4732618927762,1020.3620044654473,365.11125742732895,1662.5679142713313,33671.94614735976,306.10860133963416
2020-08-01,290.27466831961635,536.9114882967041,-246.63681997708773,348.3296019835396,17718.079113791235,161.07344648901122
2020-08-02,1173.9273093446634,682.8609417265529,491.06636761811046,1408.712771213596,22534.41107697625,204.85828251796588
2020-08-03,949.343036235201,854.6159974658622,94.72703876933883,1139.2116434822412,28202.32791637345,256.38479923975865
2020-08-04,1822.4925345877937,1562.6476252094872,259.8449093783065,2186.9910415053523,51567.371631913076,468.79428756284614
2020-08-05,802.9837906390914,743.7071843657004,59.27660627339094,963.5805487669096,24542.337084068113,223.11215530971012
2020-08-06,1345.2995616390895,1075.6257178401343,269.6738437989552,1614.3594739669072,35495.64868872443,322.68771535204024
2020-08-07,1019.4214869575812,1452.4737722963628,-433.05228533878153,1223.3057843490974,47931.63448577997,435.74213168890884
2020-08-08,1154.903831292698,747.193189910617,407.710641382081,1385.8845975512374,24657.37526705036,224.1579569731851
2020-08-09,236.16595846427822,397.6276959748484,-161.46173751057017,283.3991501571339,13121.713967169997,119.28830879245452
2020-08-10,1264.1647549192026,1156.2483454138776,107.91640950532496,1516.997705903043,38156.19539865796,346.87450362416325
2020-08-11,1055.6101254951743,838.7922753227394,216.81785017243487,1266.732150594209,27680.1450856504,251.63768259682183
2020-08-12,1354.9009022623657,1277.6510732685547,77.24982899381098,1625.8810827148388,42162.485417862306,383.29532198056637
2020-08-13,1459.6920524151717,1135.9376740444661,323.7543783707056,1751.630462898206,37485.94324346738,340.7813022133398
2020-08-14,1163.745371706432,782.1478361672105,381.59753553922155,1396.4944460477184,25810.878593517944,234.64435085016314
2020-08-15,977.9230864952441,763.2442344133187,214.67885208192536,1173.5077037942929,25187.05973563952,228.97327032399562
2020-08-16,838.3011508279349,267.2656274678026,571.0355233601323,1005.9613809935217,8819.765706437485,80.17968824034077
2020-08-17,1320.9787879688154,1068.307452809972,252.67133515884348,1585.1745455625785,35254.145942729076,320.49223584299153
2020-08-18,929.7077536431366,744.3827270710557,185.3250265720809,1115.649304371764,24564.62999334484,223.3148181213167
2020-08-19,1085.2594575904325,978.8278913865786,106.43156620385389,1302.311349108519,32301.320415757094,293.64836741597355
2020-08-20,1190.70021574189,1027.0358521546862,163.66436358720375,1428.840258890268,33892.183121104645,308.11075564640583
2020-08-21,1507.4974089676941,1148.8698229410275,358.6275860266667,1808.9968907612329,37912.70415705391,344.6609468823082
2020-08-22,1179.63599042522,1046.7607930046863,132.8751974205336,1415.563188510264,34543.10616915465,314.0282379014059
2020-08-23,609.813971295094,656.7692311825258,-46.955259887431794,731.7767655541128,21673.384629023352,197.03076935475772
2020-08-24,1311.5127339268895,1262.9608442761285,48.55188965076104,1573.8152807122674,41677.70786111224,378.88825328283855
2020-08-25,1160.3491163798487,1141.1387860598743,19.210330319974446,1392.4189396558183,37657.579939975854,342.3416358179623
2020-08-26,1479.9230467948041,1088.230275932235,391.6927708625692,1775.907656153765,35911.59910576375,326.4690827796705
2020-08-27,876.0711126715146,760.0734346460345,115.99767802548013,1051.2853352058175,25082.423343319137,228.02203039381033
2020-08-28,1591.3076817805886,1221.3551485777382,369.9525332028504,1909.5692181367062,40304.71990306536,366.40654457332147
2020-08-29,921.149047935004,971.4367054547724,-50.28765751976846,1105.3788575220046,32057.41128000749,291.4310116364317
2020-08-30,721.9098820222162,723.6759323493754,-1.7660503271592916,866.2918584266594,23881.30576752939,217.10277970481263
2020-08-31,1059.282859291314,884.9857464067601,174.29711288455394,1271.1394311495767,29204.529631423084,265.495723922028
2020-09-01,1190.8655557984655,936.4426999871081,254.4228558113574,1429.0386669581585,30902.609099574565,280.9328099961324
2020-09-02,1741.4957771986642,1477.167713638795,264.3280635598692,2089.794932638397,48746.534550080236,443.1503140916385
2020-09-03,1288.5450642180174,744.0238675469457,544.5211966710717,1546.2540770616208,24552.787629049206,223.20716026408368
2020-09-04,1209.3918365916916,966.9781183667607,242.4137182249309,1451.2702039100297,31910.277906103103,290.0934355100282
